@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'conveyance consisting of a wheeled platform for moving heavy objects dolly',no
'a pair of curved vertical supports for a lampshade harp',no
'the product of two equal terms; \"nine is the second power of three\"; \"gravity is inversely proportional to the square of the distance\" square,second power',yes
'a decorative design made of one material sewn over another applique',no
'a protective covering worn over the face mask',no
'something that is a counterfeit; not what it seems to be fake,sham,postiche',yes
'a pad used as a cleaning implement cleaning pad',no
'a resistor inserted into a circuit to compensate for changes (as those arising from temperature fluctuations) ballast resistor,ballast,barretter',yes
'a fungus that produces a superficial (usually white) growth on organic matter mildew',yes
'something approximating the shape of a square square',yes
'an oven consisting of a metal box for cooking in front of a fire Dutch oven',no
'a lightweight protective helmet (plastic or metal) worn by construction workers hard hat,tin hat,safety hat',yes
'any valve that checks flow by the seating of a ball ball valve',no
'electrical device that fits into the cylinder head of an internal-combustion engine and ignites the gas by means of an electric spark spark plug,sparking plug,plug',no
'an upholstered seat for more than one person sofa,couch,lounge',no
'any affliction that causes great suffering; \"that is his cross to bear\"; \"he bears his afflictions like a crown of thorns\" cross,crown of thorns',yes
'a fabric made of compressed matted animal fibers felt',no
'the position on a baseball team of the player who throws the ball for a batter to try to hit; \"he has played every position except pitcher\"; \"they have a southpaw on the mound\" pitcher,mound',yes
'a party of friends assembled to present gifts (usually of a specified kind) to a person; \"her friends organized a baby shower for her when she was expecting\" shower',yes
'an instrument for measuring the distance between two points (often used in the plural) caliper,calliper',yes
'tissue paper suitable for use on the face facial tissue',no
'a United States liquid unit equal to 8 fluid ounces cup',yes
'a circular helping of food (especially a boneless cut of meat); \"medallions of veal\" medallion',yes
'a cushion-like device that reduces shock due to an impact buffer,fender',yes
'a roll of cloth or wallpaper of a definite length bolt',yes
'a container that is used to put or keep things in receptacle',yes
'a preparation used in polishing polish',yes
'a timepiece that measures a time interval and signals its end timer',no
'a kind of sealing material that is used to form a hard coating on a porous surface (as a coat of paint or varnish used to size a surface) sealant,sealer',no
'structural member consisting of a horizontal beam that provides bearing and anchorage plate',yes
'a flexible pipe for conveying a liquid or gas hose,hosepipe',no
'a principle or condition that customarily governs behavior; \"it was his rule to take a walk before breakfast\"; \"short haircuts were the regulation\" rule,regulation',yes
'a lamp that stands on the floor floor lamp',no
'(sports) the act of touching a player in a game (which changes their status in the game) tag',yes
'anything that serves as an enticement bait,come-on,hook,lure,sweetener',yes
'a wide silvery adhesive tape intended to seal joints in sheet metal duct work but having many other uses; \"duct tape holds the world together\" duct tape',no
'heavy pin having a head at one end and the other end being hammered flat after being passed through holes in the pieces that are fastened together rivet',no
'a cleaning implement for sweeping; bundle of straws or twigs attached to a long handle broom',no
'a thick flat pad used as a floor covering mat',no
'a portable .30 caliber automatic rifle operated by gas pressure and fed by cartridges from a magazine; used by United States troops in World War I and in World War II and in the Korean War Browning automatic rifle,BAR',no
'a public display of a message; \"he posted signs in all the shop windows\" sign',yes
'a flexible cap on a baby\'s feeding bottle or pacifier nipple',no
'a short performance that is part of a longer program; \"he did his act three times every evening\"; \"she had a catchy little routine\"; \"it was one of the best numbers he ever did\" act,routine,number,turn,bit',yes
'a tubular wind instrument pipe',no
'a large commercial ship (especially one that carries passengers on a regular schedule) liner,ocean liner',yes
'anything that provides inspiration for later work source,seed,germ',yes
'a machine that prints printer,printing machine',no
'small brush; has long handle; used to clean teeth toothbrush',no
'generator that extracts usable energy from winds windmill,aerogenerator,wind generator',yes
'a ship powered by one or more steam engines steamer,steamship',yes
'a sliding bar in a breech-loading firearm that ejects an empty cartridge and replaces it and closes the breech bolt',no
'the geographical area under the jurisdiction of a sovereign state; \"American troops were stationed on Japanese soil\" territory,soil',yes
'an outdoor device that supplies food for wild birds bird feeder,birdfeeder,feeder',no
'a discharge of lightning accompanied by thunder thunderbolt,bolt,bolt of lightning',yes
'someone who hops; \"at hopscotch, the best hoppers are the children\" hopper',yes
'(physics) electromagnetic radiation that can produce a visual sensation; \"the light was filtered through a soft glass window\" light,visible light,visible radiation',yes
'a group of people gathered for a special purpose as to plan or discuss an issue or judge a contest etc panel',yes
'a roof in the form of a dome cupola',yes
'control consisting of a mechanical device for controlling the flow of a fluid valve',yes
'(bridge) a playing card with a value sufficiently high to insure taking a trick in a particular suit; \"if my partner has a spade stopper I can bid no trump\" stopper',yes
'blade of a rotating fan fan blade',no
'a hand tool consisting of two straight arms at right angles; used to construct or test right angles; \"the carpenter who built this room must have lost his square\" square',yes
'electronic equipment that mixes two or more input signals to give a single output signal mixer',yes
'the ratio between the size of something and a representation of it; \"the scale of the map\"; \"the scale of the model\" scale',yes
'a place for shooting (firing or driving) projectiles of various kinds; \"the army maintains a missile range in the desert\"; \"any good golf club will have a range where you can practice\" range',yes
'a portable platform for storing or moving goods that are stacked on it pallet',no
'healing process involving the growing together of the edges of a wound or the growing together of broken bones union,conglutination',yes
'the stalk of a stamen filament',yes
'(Judaism) a candelabrum with nine branches; used during the Hanukkah festival menorah',no
'fastener consisting of a metal ring for lining a small hole to permit the attachment of cords or lines cringle,eyelet,loop,grommet,grummet',yes
'a lightweight paper used with carbon paper to make multiple copies; \"an original and two manifolds\" manifold paper,manifold',yes
